Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,Subject,Behavior,Behavioral category,Behavior type,Time,Media file name,Image index,Image file path,Comment
p5-240821-092649,2024-08-26 18:03:44.786,,1075.700,Media file(s),player #1:p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,0.0,1326.400,10.000,Subject,s1_Introduced,,POINT,186.500,p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,1865,NA,
p5-240821-092649,2024-08-26 18:03:44.786,,1075.700,Media file(s),player #1:p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,0.0,1326.400,10.000,Subject,Investigation,,START,187.500,p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,1875,NA,
p5-240821-092649,2024-08-26 18:03:44.786,,1075.700,Media file(s),player #1:p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,0.0,1326.400,10.000,Subject,Investigation,,STOP,190.300,p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,1903,NA,
p5-240821-092649,2024-08-26 18:03:44.786,,1075.700,Media file(s),player #1:p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,0.0,1326.400,10.000,Subject,Investigation,,START,195.300,p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,1953,NA,
p5-240821-092649,2024-08-26 18:03:44.786,,1075.700,Media file(s),player #1:p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,0.0,1326.400,10.000,Subject,Investigation,,STOP,198.400,p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,1984,NA,
p5-240821-092649,2024-08-26 18:03:44.786,,1075.700,Media file(s),player #1:p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,0.0,1326.400,10.000,Subject,Investigation,,START,199.600,p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,1996,NA,
p5-240821-092649,2024-08-26 18:03:44.786,,1075.700,Media file(s),player #1:p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,0.0,1326.400,10.000,Subject,Investigation,,STOP,202.300,p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,2023,NA,
p5-240821-092649,2024-08-26 18:03:44.786,,1075.700,Media file(s),player #1:p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,0.0,1326.400,10.000,Subject,Investigation,,START,204.500,p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,2045,NA,
p5-240821-092649,2024-08-26 18:03:44.786,,1075.700,Media file(s),player #1:p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,0.0,1326.400,10.000,Subject,Investigation,,STOP,206.100,p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,2061,NA,
p5-240821-092649,2024-08-26 18:03:44.786,,1075.700,Media file(s),player #1:p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,0.0,1326.400,10.000,Subject,Investigation,,START,207.800,p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,2078,NA,
p5-240821-092649,2024-08-26 18:03:44.786,,1075.700,Media file(s),player #1:p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,0.0,1326.400,10.000,Subject,Investigation,,STOP,215.100,p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,2151,NA,
p5-240821-092649,2024-08-26 18:03:44.786,,1075.700,Media file(s),player #1:p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,0.0,1326.400,10.000,Subject,Investigation,,START,217.000,p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,2170,NA,
p5-240821-092649,2024-08-26 18:03:44.786,,1075.700,Media file(s),player #1:p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,0.0,1326.400,10.000,Subject,Investigation,,STOP,219.900,p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,2199,NA,
p5-240821-092649,2024-08-26 18:03:44.786,,1075.700,Media file(s),player #1:p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,0.0,1326.400,10.000,Subject,Investigation,,START,221.800,p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,2218,NA,
p5-240821-092649,2024-08-26 18:03:44.786,,1075.700,Media file(s),player #1:p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,0.0,1326.400,10.000,Subject,Investigation,,STOP,224.300,p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,2243,NA,
p5-240821-092649,2024-08-26 18:03:44.786,,1075.700,Media file(s),player #1:p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,0.0,1326.400,10.000,Subject,Investigation,,START,225.600,p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,2256,NA,
p5-240821-092649,2024-08-26 18:03:44.786,,1075.700,Media file(s),player #1:p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,0.0,1326.400,10.000,Subject,Investigation,,STOP,227.300,p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,2273,NA,
p5-240821-092649,2024-08-26 18:03:44.786,,1075.700,Media file(s),player #1:p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,0.0,1326.400,10.000,Subject,Investigation,,START,231.800,p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,2318,NA,
p5-240821-092649,2024-08-26 18:03:44.786,,1075.700,Media file(s),player #1:p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,0.0,1326.400,10.000,Subject,Investigation,,STOP,233.500,p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,2335,NA,
p5-240821-092649,2024-08-26 18:03:44.786,,1075.700,Media file(s),player #1:p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,0.0,1326.400,10.000,Subject,Approach,,START,236.300,p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,2363,NA,
