Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,Subject,Behavior,Behavioral category,Behavior type,Time,Media file name,Image index,Image file path,Comment
n5-240821-085040,2024-08-23 21:57:19.733,,1075.600,Media file(s),player #1:n5-240821-085040\8_21_24_Hab_DisHab_P2C2-240821-081258_n5-240821-085040_Cam1.avi,0.0,1324.000,10.000,Subject,s1_Introduced,,POINT,183.500,n5-240821-085040\8_21_24_Hab_DisHab_P2C2-240821-081258_n5-240821-085040_Cam1.avi,1835,NA,
n5-240821-085040,2024-08-23 21:57:19.733,,1075.600,Media file(s),player #1:n5-240821-085040\8_21_24_Hab_DisHab_P2C2-240821-081258_n5-240821-085040_Cam1.avi,0.0,1324.000,10.000,Subject,Investigation,,START,185.400,n5-240821-085040\8_21_24_Hab_DisHab_P2C2-240821-081258_n5-240821-085040_Cam1.avi,1854,NA,
n5-240821-085040,2024-08-23 21:57:19.733,,1075.600,Media file(s),player #1:n5-240821-085040\8_21_24_Hab_DisHab_P2C2-240821-081258_n5-240821-085040_Cam1.avi,0.0,1324.000,10.000,Subject,Investigation,,STOP,190.800,n5-240821-085040\8_21_24_Hab_DisHab_P2C2-240821-081258_n5-240821-085040_Cam1.avi,1908,NA,
n5-240821-085040,2024-08-23 21:57:19.733,,1075.600,Media file(s),player #1:n5-240821-085040\8_21_24_Hab_DisHab_P2C2-240821-081258_n5-240821-085040_Cam1.avi,0.0,1324.000,10.000,Subject,Investigation,,START,231.300,n5-240821-085040\8_21_24_Hab_DisHab_P2C2-240821-081258_n5-240821-085040_Cam1.avi,2313,NA,
n5-240821-085040,2024-08-23 21:57:19.733,,1075.600,Media file(s),player #1:n5-240821-085040\8_21_24_Hab_DisHab_P2C2-240821-081258_n5-240821-085040_Cam1.avi,0.0,1324.000,10.000,Subject,Investigation,,STOP,233.600,n5-240821-085040\8_21_24_Hab_DisHab_P2C2-240821-081258_n5-240821-085040_Cam1.avi,2336,NA,
n5-240821-085040,2024-08-23 21:57:19.733,,1075.600,Media file(s),player #1:n5-240821-085040\8_21_24_Hab_DisHab_P2C2-240821-081258_n5-240821-085040_Cam1.avi,0.0,1324.000,10.000,Subject,Approach,,START,234.700,n5-240821-085040\8_21_24_Hab_DisHab_P2C2-240821-081258_n5-240821-085040_Cam1.avi,2347,NA,
n5-240821-085040,2024-08-23 21:57:19.733,,1075.600,Media file(s),player #1:n5-240821-085040\8_21_24_Hab_DisHab_P2C2-240821-081258_n5-240821-085040_Cam1.avi,0.0,1324.000,10.000,Subject,Approach,,STOP,235.599,n5-240821-085040\8_21_24_Hab_DisHab_P2C2-240821-081258_n5-240821-085040_Cam1.avi,NA,NA,
n5-240821-085040,2024-08-23 21:57:19.733,,1075.600,Media file(s),player #1:n5-240821-085040\8_21_24_Hab_DisHab_P2C2-240821-081258_n5-240821-085040_Cam1.avi,0.0,1324.000,10.000,Subject,Investigation,,START,235.600,n5-240821-085040\8_21_24_Hab_DisHab_P2C2-240821-081258_n5-240821-085040_Cam1.avi,2356,NA,
n5-240821-085040,2024-08-23 21:57:19.733,,1075.600,Media file(s),player #1:n5-240821-085040\8_21_24_Hab_DisHab_P2C2-240821-081258_n5-240821-085040_Cam1.avi,0.0,1324.000,10.000,Subject,Investigation,,STOP,236.000,n5-240821-085040\8_21_24_Hab_DisHab_P2C2-240821-081258_n5-240821-085040_Cam1.avi,2360,NA,
n5-240821-085040,2024-08-23 21:57:19.733,,1075.600,Media file(s),player #1:n5-240821-085040\8_21_24_Hab_DisHab_P2C2-240821-081258_n5-240821-085040_Cam1.avi,0.0,1324.000,10.000,Subject,Investigation,,START,239.000,n5-240821-085040\8_21_24_Hab_DisHab_P2C2-240821-081258_n5-240821-085040_Cam1.avi,2390,NA,
n5-240821-085040,2024-08-23 21:57:19.733,,1075.600,Media file(s),player #1:n5-240821-085040\8_21_24_Hab_DisHab_P2C2-240821-081258_n5-240821-085040_Cam1.avi,0.0,1324.000,10.000,Subject,Investigation,,STOP,240.600,n5-240821-085040\8_21_24_Hab_DisHab_P2C2-240821-081258_n5-240821-085040_Cam1.avi,2406,NA,
n5-240821-085040,2024-08-23 21:57:19.733,,1075.600,Media file(s),player #1:n5-240821-085040\8_21_24_Hab_DisHab_P2C2-240821-081258_n5-240821-085040_Cam1.avi,0.0,1324.000,10.000,Subject,Investigation,,START,255.500,n5-240821-085040\8_21_24_Hab_DisHab_P2C2-240821-081258_n5-240821-085040_Cam1.avi,2555,NA,
n5-240821-085040,2024-08-23 21:57:19.733,,1075.600,Media file(s),player #1:n5-240821-085040\8_21_24_Hab_DisHab_P2C2-240821-081258_n5-240821-085040_Cam1.avi,0.0,1324.000,10.000,Subject,Investigation,,STOP,255.800,n5-240821-085040\8_21_24_Hab_DisHab_P2C2-240821-081258_n5-240821-085040_Cam1.avi,2558,NA,
n5-240821-085040,2024-08-23 21:57:19.733,,1075.600,Media file(s),player #1:n5-240821-085040\8_21_24_Hab_DisHab_P2C2-240821-081258_n5-240821-085040_Cam1.avi,0.0,1324.000,10.000,Subject,Approach,,START,256.700,n5-240821-085040\8_21_24_Hab_DisHab_P2C2-240821-081258_n5-240821-085040_Cam1.avi,2567,NA,
n5-240821-085040,2024-08-23 21:57:19.733,,1075.600,Media file(s),player #1:n5-240821-085040\8_21_24_Hab_DisHab_P2C2-240821-081258_n5-240821-085040_Cam1.avi,0.0,1324.000,10.000,Subject,Approach,,STOP,257.799,n5-240821-085040\8_21_24_Hab_DisHab_P2C2-240821-081258_n5-240821-085040_Cam1.avi,NA,NA,
