Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,Subject,Behavior,Behavioral category,Behavior type,Time,Media file name,Image index,Image file path,Comment
n8-240821-125247,2024-08-26 17:29:06.781,,1067.000,Media file(s),player #1:n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,0.0,1312.800,10.000,Subject,Investigation,,START,439.000,n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,4390,NA,
n8-240821-125247,2024-08-26 17:29:06.781,,1067.000,Media file(s),player #1:n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,0.0,1312.800,10.000,Subject,Investigation,,STOP,440.500,n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,4405,NA,
n8-240821-125247,2024-08-26 17:29:06.781,,1067.000,Media file(s),player #1:n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,0.0,1312.800,10.000,Subject,Investigation,,START,489.100,n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,4891,NA,
n8-240821-125247,2024-08-26 17:29:06.781,,1067.000,Media file(s),player #1:n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,0.0,1312.800,10.000,Subject,Investigation,,STOP,490.300,n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,4903,NA,
n8-240821-125247,2024-08-26 17:29:06.781,,1067.000,Media file(s),player #1:n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,0.0,1312.800,10.000,Subject,s1_Removed,,POINT,493.100,n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,4931,NA,
n8-240821-125247,2024-08-26 17:29:06.781,,1067.000,Media file(s),player #1:n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,0.0,1312.800,10.000,Subject,s1_Introduced,,POINT,563.000,n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,5630,NA,
n8-240821-125247,2024-08-26 17:29:06.781,,1067.000,Media file(s),player #1:n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,0.0,1312.800,10.000,Subject,Investigation,,START,589.600,n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,5896,NA,
n8-240821-125247,2024-08-26 17:29:06.781,,1067.000,Media file(s),player #1:n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,0.0,1312.800,10.000,Subject,Investigation,,STOP,590.900,n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,5909,NA,
n8-240821-125247,2024-08-26 17:29:06.781,,1067.000,Media file(s),player #1:n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,0.0,1312.800,10.000,Subject,Approach,,START,611.600,n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,6116,NA,
n8-240821-125247,2024-08-26 17:29:06.781,,1067.000,Media file(s),player #1:n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,0.0,1312.800,10.000,Subject,Approach,,STOP,612.699,n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,NA,NA,
n8-240821-125247,2024-08-26 17:29:06.781,,1067.000,Media file(s),player #1:n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,0.0,1312.800,10.000,Subject,Investigation,,START,612.700,n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,6127,NA,
