Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,Subject,Behavior,Behavioral category,Behavior type,Time,Media file name,Image index,Image file path,Comment
p6-240821-103616,2024-08-27 15:23:07.854,,1072.100,Media file(s),player #1:p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,0.0,1322.500,10.000,Subject,s1_Introduced,,POINT,182.800,p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,1828,NA,
p6-240821-103616,2024-08-27 15:23:07.854,,1072.100,Media file(s),player #1:p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,0.0,1322.500,10.000,Subject,Investigation,,START,193.800,p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,1938,NA,
p6-240821-103616,2024-08-27 15:23:07.854,,1072.100,Media file(s),player #1:p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,0.0,1322.500,10.000,Subject,Investigation,,STOP,200.800,p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,2008,NA,
p6-240821-103616,2024-08-27 15:23:07.854,,1072.100,Media file(s),player #1:p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,0.0,1322.500,10.000,Subject,Investigation,,START,203.400,p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,2034,NA,
p6-240821-103616,2024-08-27 15:23:07.854,,1072.100,Media file(s),player #1:p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,0.0,1322.500,10.000,Subject,Investigation,,STOP,211.100,p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,2111,NA,
p6-240821-103616,2024-08-27 15:23:07.854,,1072.100,Media file(s),player #1:p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,0.0,1322.500,10.000,Subject,Investigation,,START,239.300,p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,2393,NA,
p6-240821-103616,2024-08-27 15:23:07.854,,1072.100,Media file(s),player #1:p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,0.0,1322.500,10.000,Subject,Investigation,,STOP,244.800,p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,2448,NA,
p6-240821-103616,2024-08-27 15:23:07.854,,1072.100,Media file(s),player #1:p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,0.0,1322.500,10.000,Subject,Approach,,START,271.200,p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,2712,NA,
p6-240821-103616,2024-08-27 15:23:07.854,,1072.100,Media file(s),player #1:p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,0.0,1322.500,10.000,Subject,Approach,,STOP,272.299,p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,NA,NA,
p6-240821-103616,2024-08-27 15:23:07.854,,1072.100,Media file(s),player #1:p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,0.0,1322.500,10.000,Subject,Investigation,,START,272.300,p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,2723,NA,
p6-240821-103616,2024-08-27 15:23:07.854,,1072.100,Media file(s),player #1:p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,0.0,1322.500,10.000,Subject,Investigation,,STOP,273.200,p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,2732,NA,
p6-240821-103616,2024-08-27 15:23:07.854,,1072.100,Media file(s),player #1:p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,0.0,1322.500,10.000,Subject,Investigation,,START,295.900,p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,2959,NA,
p6-240821-103616,2024-08-27 15:23:07.854,,1072.100,Media file(s),player #1:p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,0.0,1322.500,10.000,Subject,Investigation,,STOP,297.800,p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,2978,NA,
p6-240821-103616,2024-08-27 15:23:07.854,,1072.100,Media file(s),player #1:p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,0.0,1322.500,10.000,Subject,s1_Removed,,POINT,303.300,p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,3033,NA,
p6-240821-103616,2024-08-27 15:23:07.854,,1072.100,Media file(s),player #1:p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,0.0,1322.500,10.000,Subject,s1_Introduced,,POINT,371.500,p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,3715,NA,
p6-240821-103616,2024-08-27 15:23:07.854,,1072.100,Media file(s),player #1:p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,0.0,1322.500,10.000,Subject,Approach,,START,387.700,p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,3877,NA,
p6-240821-103616,2024-08-27 15:23:07.854,,1072.100,Media file(s),player #1:p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,0.0,1322.500,10.000,Subject,Approach,,STOP,389.099,p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,NA,NA,
p6-240821-103616,2024-08-27 15:23:07.854,,1072.100,Media file(s),player #1:p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,0.0,1322.500,10.000,Subject,Investigation,,START,389.100,p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,3891,NA,
p6-240821-103616,2024-08-27 15:23:07.854,,1072.100,Media file(s),player #1:p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,0.0,1322.500,10.000,Subject,Investigation,,STOP,398.900,p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,3989,NA,
p6-240821-103616,2024-08-27 15:23:07.854,,1072.100,Media file(s),player #1:p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,0.0,1322.500,10.000,Subject,Investigation,,START,402.100,p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,4021,NA,
p6-240821-103616,2024-08-27 15:23:07.854,,1072.100,Media file(s),player #1:p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,0.0,1322.500,10.000,Subject,Investigation,,STOP,403.400,p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,4034,NA,
p6-240821-103616,2024-08-27 15:23:07.854,,1072.100,Media file(s),player #1:p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,0.0,1322.500,10.000,Subject,Investigation,,START,438.000,p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,4380,NA,
p6-240821-103616,2024-08-27 15:23:07.854,,1072.100,Media file(s),player #1:p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,0.0,1322.500,10.000,Subject,Investigation,,STOP,442.000,p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,4420,NA,
p6-240821-103616,2024-08-27 15:23:07.854,,1072.100,Media file(s),player #1:p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,0.0,1322.500,10.000,Subject,Investigation,,START,488.300,p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,4883,NA,
p6-240821-103616,2024-08-27 15:23:07.854,,1072.100,Media file(s),player #1:p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,0.0,1322.500,10.000,Subject,Investigation,,STOP,489.800,p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,4898,NA,
p6-240821-103616,2024-08-27 15:23:07.854,,1072.100,Media file(s),player #1:p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,0.0,1322.500,10.000,Subject,s1_Removed,,POINT,492.400,p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,4924,NA,
p6-240821-103616,2024-08-27 15:23:07.854,,1072.100,Media file(s),player #1:p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,0.0,1322.500,10.000,Subject,s1_Introduced,,POINT,562.400,p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,5624,NA,
p6-240821-103616,2024-08-27 15:23:07.854,,1072.100,Media file(s),player #1:p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,0.0,1322.500,10.000,Subject,Approach,,START,592.600,p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,5926,NA,
p6-240821-103616,2024-08-27 15:23:07.854,,1072.100,Media file(s),player #1:p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,0.0,1322.500,10.000,Subject,Approach,,STOP,593.899,p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,NA,NA,
p6-240821-103616,2024-08-27 15:23:07.854,,1072.100,Media file(s),player #1:p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,0.0,1322.500,10.000,Subject,Investigation,,START,593.900,p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,5939,NA,
p6-240821-103616,2024-08-27 15:23:07.854,,1072.100,Media file(s),player #1:p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,0.0,1322.500,10.000,Subject,Investigation,,STOP,594.300,p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,5943,NA,
p6-240821-103616,2024-08-27 15:23:07.854,,1072.100,Media file(s),player #1:p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,0.0,1322.500,10.000,Subject,Investigation,,START,608.400,p6-240821-103616\8_21_24_Hab_DisHab_P2C2-240821-081258_p6-240821-103616_Cam1.avi,6084,NA,
