Observation id,Observation date,Description,Observation type,Source,Total duration,Media duration (s),FPS (frame/s),Subject,Observation duration by subject by observation,Behavior,Behavioral category,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Image index start,Image index stop,Image file path start,Image file path stop,Comment start,Comment stop
p4-240513-082248,2024-07-06 22:26:23,,Media file,player #1:Social Defeat Videos\5_10_24_Social_Defeat_P2-240510-080738_p4-240513-082248_Cam1.avi,612.600,929.333,15.000,Subject,97.865,Defeat,Not defined,STATE,483.200,489.333,6.133,Social Defeat Videos\5_10_24_Social_Defeat_P2-240510-080738_p4-240513-082248_Cam1.avi,7248,7340,,,,
p4-240513-082248,2024-07-06 22:26:23,,Media file,player #1:Social Defeat Videos\5_10_24_Social_Defeat_P2-240510-080738_p4-240513-082248_Cam1.avi,612.600,929.333,15.000,Subject,97.865,Defeat,Not defined,STATE,514.667,523.533,8.866,Social Defeat Videos\5_10_24_Social_Defeat_P2-240510-080738_p4-240513-082248_Cam1.avi,7720,7853,,,,
p4-240513-082248,2024-07-06 22:26:23,,Media file,player #1:Social Defeat Videos\5_10_24_Social_Defeat_P2-240510-080738_p4-240513-082248_Cam1.avi,612.600,929.333,15.000,Subject,97.865,Defeat,Not defined,STATE,533.067,535.867,2.800,Social Defeat Videos\5_10_24_Social_Defeat_P2-240510-080738_p4-240513-082248_Cam1.avi,7996,8038,,,,
p4-240513-082248,2024-07-06 22:26:23,,Media file,player #1:Social Defeat Videos\5_10_24_Social_Defeat_P2-240510-080738_p4-240513-082248_Cam1.avi,612.600,929.333,15.000,Subject,97.865,Defeat,Not defined,STATE,575.867,578.667,2.800,Social Defeat Videos\5_10_24_Social_Defeat_P2-240510-080738_p4-240513-082248_Cam1.avi,8638,8680,,,,
p4-240513-082248,2024-07-06 22:26:23,,Media file,player #1:Social Defeat Videos\5_10_24_Social_Defeat_P2-240510-080738_p4-240513-082248_Cam1.avi,612.600,929.333,15.000,Subject,97.865,Defeat,Not defined,STATE,597.867,599.733,1.866,Social Defeat Videos\5_10_24_Social_Defeat_P2-240510-080738_p4-240513-082248_Cam1.avi,8968,8996,,,,
p4-240513-082248,2024-07-06 22:26:23,,Media file,player #1:Social Defeat Videos\5_10_24_Social_Defeat_P2-240510-080738_p4-240513-082248_Cam1.avi,612.600,929.333,15.000,Subject,97.865,Approach,Not defined,STATE,601.867,604.267,2.400,Social Defeat Videos\5_10_24_Social_Defeat_P2-240510-080738_p4-240513-082248_Cam1.avi,9028,9064,,,,
p4-240513-082248,2024-07-06 22:26:23,,Media file,player #1:Social Defeat Videos\5_10_24_Social_Defeat_P2-240510-080738_p4-240513-082248_Cam1.avi,612.600,929.333,15.000,Subject,97.865,Defeat,Not defined,STATE,615.600,617.933,2.333,Social Defeat Videos\5_10_24_Social_Defeat_P2-240510-080738_p4-240513-082248_Cam1.avi,9234,9269,,,,
p4-240513-082248,2024-07-06 22:26:23,,Media file,player #1:Social Defeat Videos\5_10_24_Social_Defeat_P2-240510-080738_p4-240513-082248_Cam1.avi,612.600,929.333,15.000,Subject,97.865,Defeat,Not defined,STATE,643.133,649.400,6.267,Social Defeat Videos\5_10_24_Social_Defeat_P2-240510-080738_p4-240513-082248_Cam1.avi,9647,9741,,,,
p4-240513-082248,2024-07-06 22:26:23,,Media file,player #1:Social Defeat Videos\5_10_24_Social_Defeat_P2-240510-080738_p4-240513-082248_Cam1.avi,612.600,929.333,15.000,Subject,97.865,Approach,Not defined,STATE,653.933,657.200,3.267,Social Defeat Videos\5_10_24_Social_Defeat_P2-240510-080738_p4-240513-082248_Cam1.avi,9809,9858,,,,
p4-240513-082248,2024-07-06 22:26:23,,Media file,player #1:Social Defeat Videos\5_10_24_Social_Defeat_P2-240510-080738_p4-240513-082248_Cam1.avi,612.600,929.333,15.000,Subject,97.865,Defeat,Not defined,STATE,677.600,685.733,8.133,Social Defeat Videos\5_10_24_Social_Defeat_P2-240510-080738_p4-240513-082248_Cam1.avi,10164,10286,,,,
p4-240513-082248,2024-07-06 22:26:23,,Media file,player #1:Social Defeat Videos\5_10_24_Social_Defeat_P2-240510-080738_p4-240513-082248_Cam1.avi,612.600,929.333,15.000,Subject,97.865,Approach,Not defined,STATE,713.933,716.333,2.400,Social Defeat Videos\5_10_24_Social_Defeat_P2-240510-080738_p4-240513-082248_Cam1.avi,10709,10745,,,,
p4-240513-082248,2024-07-06 22:26:23,,Media file,player #1:Social Defeat Videos\5_10_24_Social_Defeat_P2-240510-080738_p4-240513-082248_Cam1.avi,612.600,929.333,15.000,Subject,97.865,Defeat,Not defined,STATE,721.600,723.400,1.800,Social Defeat Videos\5_10_24_Social_Defeat_P2-240510-080738_p4-240513-082248_Cam1.avi,10824,10851,,,,
p4-240513-082248,2024-07-06 22:26:23,,Media file,player #1:Social Defeat Videos\5_10_24_Social_Defeat_P2-240510-080738_p4-240513-082248_Cam1.avi,612.600,929.333,15.000,Subject,97.865,Defeat,Not defined,STATE,781.400,783.067,1.667,Social Defeat Videos\5_10_24_Social_Defeat_P2-240510-080738_p4-240513-082248_Cam1.avi,11721,11746,,,,
p4-240513-082248,2024-07-06 22:26:23,,Media file,player #1:Social Defeat Videos\5_10_24_Social_Defeat_P2-240510-080738_p4-240513-082248_Cam1.avi,612.600,929.333,15.000,Subject,97.865,Subject_Removed,Not defined,POINT,801.133,801.133,NA,Social Defeat Videos\5_10_24_Social_Defeat_P2-240510-080738_p4-240513-082248_Cam1.avi,12017,12017,,,,
