Observation id,Observation date,Description,Observation type,Source,Time offset (s),Coding duration,Media duration (s),FPS (frame/s),Subject,Observation duration by subject by observation,Behavior,Behavioral category,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Image index start,Image index stop,Image file path start,Image file path stop,Comment start,Comment stop
p5-240821-092649,2024-08-26 18:03:44.786,,Media file,player #1:p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,0.0,1075.700,1326.400,10.000,Subject,107.596,s1_Introduced,Not defined,POINT,186.500,186.500,NA,p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,1865,1865,,,,
p5-240821-092649,2024-08-26 18:03:44.786,,Media file,player #1:p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,0.0,1075.700,1326.400,10.000,Subject,107.596,Investigation,Not defined,STATE,187.500,190.300,2.800,p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,1875,1903,,,,
p5-240821-092649,2024-08-26 18:03:44.786,,Media file,player #1:p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,0.0,1075.700,1326.400,10.000,Subject,107.596,Investigation,Not defined,STATE,195.300,198.400,3.100,p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,1953,1984,,,,
p5-240821-092649,2024-08-26 18:03:44.786,,Media file,player #1:p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,0.0,1075.700,1326.400,10.000,Subject,107.596,Investigation,Not defined,STATE,199.600,202.300,2.700,p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,1996,2023,,,,
p5-240821-092649,2024-08-26 18:03:44.786,,Media file,player #1:p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,0.0,1075.700,1326.400,10.000,Subject,107.596,Investigation,Not defined,STATE,204.500,206.100,1.600,p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,2045,2061,,,,
p5-240821-092649,2024-08-26 18:03:44.786,,Media file,player #1:p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,0.0,1075.700,1326.400,10.000,Subject,107.596,Investigation,Not defined,STATE,207.800,215.100,7.300,p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,2078,2151,,,,
p5-240821-092649,2024-08-26 18:03:44.786,,Media file,player #1:p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,0.0,1075.700,1326.400,10.000,Subject,107.596,Investigation,Not defined,STATE,217.000,219.900,2.900,p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,2170,2199,,,,
p5-240821-092649,2024-08-26 18:03:44.786,,Media file,player #1:p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,0.0,1075.700,1326.400,10.000,Subject,107.596,Investigation,Not defined,STATE,221.800,224.300,2.500,p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,2218,2243,,,,
p5-240821-092649,2024-08-26 18:03:44.786,,Media file,player #1:p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,0.0,1075.700,1326.400,10.000,Subject,107.596,Investigation,Not defined,STATE,225.600,227.300,1.700,p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,2256,2273,,,,
p5-240821-092649,2024-08-26 18:03:44.786,,Media file,player #1:p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,0.0,1075.700,1326.400,10.000,Subject,107.596,Investigation,Not defined,STATE,231.800,233.500,1.700,p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,2318,2335,,,,
p5-240821-092649,2024-08-26 18:03:44.786,,Media file,player #1:p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,0.0,1075.700,1326.400,10.000,Subject,107.596,Approach,Not defined,STATE,236.300,236.899,0.599,p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,2363,NA,,,,
p5-240821-092649,2024-08-26 18:03:44.786,,Media file,player #1:p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,0.0,1075.700,1326.400,10.000,Subject,107.596,Investigation,Not defined,STATE,236.900,239.300,2.400,p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,2369,2393,,,,
p5-240821-092649,2024-08-26 18:03:44.786,,Media file,player #1:p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,0.0,1075.700,1326.400,10.000,Subject,107.596,Investigation,Not defined,STATE,245.800,246.300,0.500,p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,2458,2463,,,,
p5-240821-092649,2024-08-26 18:03:44.786,,Media file,player #1:p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,0.0,1075.700,1326.400,10.000,Subject,107.596,Investigation,Not defined,STATE,247.700,251.100,3.400,p5-240821-092649\8_21_24_Hab_DisHab_P2C2-240821-081258_p5-240821-092649_Cam1.avi,2477,2511,,,,
