Observation id,Observation date,Description,Observation type,Source,Time offset (s),Coding duration,Media duration (s),FPS (frame/s),Subject,Observation duration by subject by observation,Behavior,Behavioral category,Behavior type,Start (s),Stop (s),Duration (s),Media file name,Image index start,Image index stop,Image file path start,Image file path stop,Comment start,Comment stop
p3-240516-075659,2024-06-12 10:56:01.173,,Media file,player #1:p3-240516-075659\5_7_24_Hab_DisHab_P2-240505-130502_p3-240516-075659_Cam1.avi,0.0,1288.333,1538.867,15.000,Subject,119.986,s1_Introduced,Not defined,POINT,184.000,184.000,NA,p3-240516-075659\5_7_24_Hab_DisHab_P2-240505-130502_p3-240516-075659_Cam1.avi,2760,2760,,,,
p3-240516-075659,2024-06-12 10:56:01.173,,Media file,player #1:p3-240516-075659\5_7_24_Hab_DisHab_P2-240505-130502_p3-240516-075659_Cam1.avi,0.0,1288.333,1538.867,15.000,Subject,119.986,Investigation,Not defined,STATE,184.467,187.067,2.600,p3-240516-075659\5_7_24_Hab_DisHab_P2-240505-130502_p3-240516-075659_Cam1.avi,2767,2806,,,,
p3-240516-075659,2024-06-12 10:56:01.173,,Media file,player #1:p3-240516-075659\5_7_24_Hab_DisHab_P2-240505-130502_p3-240516-075659_Cam1.avi,0.0,1288.333,1538.867,15.000,Subject,119.986,Investigation,Not defined,STATE,190.667,193.867,3.200,p3-240516-075659\5_7_24_Hab_DisHab_P2-240505-130502_p3-240516-075659_Cam1.avi,2860,2908,,,,
p3-240516-075659,2024-06-12 10:56:01.173,,Media file,player #1:p3-240516-075659\5_7_24_Hab_DisHab_P2-240505-130502_p3-240516-075659_Cam1.avi,0.0,1288.333,1538.867,15.000,Subject,119.986,Investigation,Not defined,STATE,197.800,198.800,1.000,p3-240516-075659\5_7_24_Hab_DisHab_P2-240505-130502_p3-240516-075659_Cam1.avi,2967,2982,,,,
p3-240516-075659,2024-06-12 10:56:01.173,,Media file,player #1:p3-240516-075659\5_7_24_Hab_DisHab_P2-240505-130502_p3-240516-075659_Cam1.avi,0.0,1288.333,1538.867,15.000,Subject,119.986,Approach,Not defined,STATE,209.133,210.132,0.999,p3-240516-075659\5_7_24_Hab_DisHab_P2-240505-130502_p3-240516-075659_Cam1.avi,3137,NA,,,,
p3-240516-075659,2024-06-12 10:56:01.173,,Media file,player #1:p3-240516-075659\5_7_24_Hab_DisHab_P2-240505-130502_p3-240516-075659_Cam1.avi,0.0,1288.333,1538.867,15.000,Subject,119.986,Investigation,Not defined,STATE,210.133,210.400,0.267,p3-240516-075659\5_7_24_Hab_DisHab_P2-240505-130502_p3-240516-075659_Cam1.avi,3152,3156,,,,
p3-240516-075659,2024-06-12 10:56:01.173,,Media file,player #1:p3-240516-075659\5_7_24_Hab_DisHab_P2-240505-130502_p3-240516-075659_Cam1.avi,0.0,1288.333,1538.867,15.000,Subject,119.986,Approach,Not defined,STATE,213.867,214.466,0.599,p3-240516-075659\5_7_24_Hab_DisHab_P2-240505-130502_p3-240516-075659_Cam1.avi,3208,NA,,,,
p3-240516-075659,2024-06-12 10:56:01.173,,Media file,player #1:p3-240516-075659\5_7_24_Hab_DisHab_P2-240505-130502_p3-240516-075659_Cam1.avi,0.0,1288.333,1538.867,15.000,Subject,119.986,Investigation,Not defined,STATE,214.467,216.467,2.000,p3-240516-075659\5_7_24_Hab_DisHab_P2-240505-130502_p3-240516-075659_Cam1.avi,3217,3247,,,,
p3-240516-075659,2024-06-12 10:56:01.173,,Media file,player #1:p3-240516-075659\5_7_24_Hab_DisHab_P2-240505-130502_p3-240516-075659_Cam1.avi,0.0,1288.333,1538.867,15.000,Subject,119.986,Investigation,Not defined,STATE,249.933,250.333,0.400,p3-240516-075659\5_7_24_Hab_DisHab_P2-240505-130502_p3-240516-075659_Cam1.avi,3749,3755,,,,
p3-240516-075659,2024-06-12 10:56:01.173,,Media file,player #1:p3-240516-075659\5_7_24_Hab_DisHab_P2-240505-130502_p3-240516-075659_Cam1.avi,0.0,1288.333,1538.867,15.000,Subject,119.986,Investigation,Not defined,STATE,287.333,289.133,1.800,p3-240516-075659\5_7_24_Hab_DisHab_P2-240505-130502_p3-240516-075659_Cam1.avi,4310,4337,,,,
p3-240516-075659,2024-06-12 10:56:01.173,,Media file,player #1:p3-240516-075659\5_7_24_Hab_DisHab_P2-240505-130502_p3-240516-075659_Cam1.avi,0.0,1288.333,1538.867,15.000,Subject,119.986,s1_Removed,Not defined,POINT,308.133,308.133,NA,p3-240516-075659\5_7_24_Hab_DisHab_P2-240505-130502_p3-240516-075659_Cam1.avi,4622,4622,,,,
p3-240516-075659,2024-06-12 10:56:01.173,,Media file,player #1:p3-240516-075659\5_7_24_Hab_DisHab_P2-240505-130502_p3-240516-075659_Cam1.avi,0.0,1288.333,1538.867,15.000,Subject,119.986,s1_Introduced,Not defined,POINT,378.067,378.067,NA,p3-240516-075659\5_7_24_Hab_DisHab_P2-240505-130502_p3-240516-075659_Cam1.avi,5671,5671,,,,
